name,field,branches,cutoff,category,location,Year
Sinhgad Law College Kondhwa,Law,BBA LLB,86.20 %ile,OBC,Pune Maharashtra,2025
Sinhgad Law College Kondhwa,Law,BBA LLB,84.50 %ile,SC,Pune Maharashtra,2025
Sinhgad Law College Kondhwa,Law,BBA LLB,83.00 %ile,ST,Pune Maharashtra,2025
A K K New Law Academy Pune,Law,BSc LLB,86.40 %ile,General,Pune Maharashtra,2025
A K K New Law Academy Pune,Law,BSc LLB,84.70 %ile,OBC,Pune Maharashtra,2025
A K K New Law Academy Pune,Law,BSc LLB,83.00 %ile,SC,Pune Maharashtra,2025
A K K New Law Academy Pune,Law,BSc LLB,81.60 %ile,ST,Pune Maharashtra,2025
Yashwantrao Chavan Law College Karad,Law,BA LLB,85.70 %ile,General,Satara Maharashtra,2025
Yashwantrao Chavan Law College Karad,Law,BA LLB,84.00 %ile,OBC,Satara Maharashtra,2025
Yashwantrao Chavan Law College Karad,Law,BA LLB,82.30 %ile,SC,Satara Maharashtra,2025
Yashwantrao Chavan Law College Karad,Law,BA LLB,80.80 %ile,ST,Satara Maharashtra,2025
Shivaji Law College Kolhapur,Law,BCom LLB,86.10 %ile,General,Kolhapur Maharashtra,2025
Shivaji Law College Kolhapur,Law,BCom LLB,84.40 %ile,OBC,Kolhapur Maharashtra,2025
Shivaji Law College Kolhapur,Law,BCom LLB,82.70 %ile,SC,Kolhapur Maharashtra,2025
Shivaji Law College Kolhapur,Law,BCom LLB,81.20 %ile,ST,Kolhapur Maharashtra,2025
Dr Babasaheb Ambedkar Law College Solapur,Law,BA LLB,84.90 %ile,General,Solapur Maharashtra,2025
Dr Babasaheb Ambedkar Law College Solapur,Law,BA LLB,83.20 %ile,OBC,Solapur Maharashtra,2025
Dr Babasaheb Ambedkar Law College Solapur,Law,BA LLB,81.50 %ile,SC,Solapur Maharashtra,2025
Dr Babasaheb Ambedkar Law College Solapur,Law,BA LLB,80.00 %ile,ST,Solapur Maharashtra,2025
Govindrao Wanjari Law College Nagpur,Law,BBA LLB,85.60 %ile,General,Nagpur Maharashtra,2025
Govindrao Wanjari Law College Nagpur,Law,BBA LLB,83.90 %ile,OBC,Nagpur Maharashtra,2025
Govindrao Wanjari Law College Nagpur,Law,BBA LLB,82.20 %ile,SC,Nagpur Maharashtra,2025
Govindrao Wanjari Law College Nagpur,Law,BBA LLB,80.70 %ile,ST,Nagpur Maharashtra,2025
People’s College of Law Jalgaon,Law,BA LLB,83.80 %ile,General,Jalgaon Maharashtra,2025
People’s College of Law Jalgaon,Law,BA LLB,82.10 %ile,OBC,Jalgaon Maharashtra,2025
People’s College of Law Jalgaon,Law,BA LLB,80.40 %ile,SC,Jalgaon Maharashtra,2025
People’s College of Law Jalgaon,Law,BA LLB,78.90 %ile,ST,Jalgaon Maharashtra,2025
Dr Babasaheb Ambedkar Law College Akola,Law,BSc LLB,82.70 %ile,General,Akola Maharashtra,2025
Dr Babasaheb Ambedkar Law College Akola,Law,BSc LLB,81.00 %ile,OBC,Akola Maharashtra,2025
Dr Babasaheb Ambedkar Law College Akola,Law,BSc LLB,79.30 %ile,SC,Akola Maharashtra,2025
Dr Babasaheb Ambedkar Law College Akola,Law,BSc LLB,77.80 %ile,ST,Akola Maharashtra,2025
Dr Babasaheb Ambedkar Law College Thane,Law,BA LLB,88.40 %ile,General,Thane Maharashtra,2025
Dr Babasaheb Ambedkar Law College Thane,Law,BA LLB,86.70 %ile,OBC,Thane Maharashtra,2025
Dr Babasaheb Ambedkar Law College Thane,Law,BA LLB,85.00 %ile,SC,Thane Maharashtra,2025
Dr Babasaheb Ambedkar Law College Thane,Law,BA LLB,83.50 %ile,ST,Thane Maharashtra,2025
Smt Kamladevi Gauridutt Mittal Law College Thane,Law,BBA LLB,87.90 %ile,General,Thane Maharashtra,2025
Smt Kamladevi Gauridutt Mittal Law College Thane,Law,BBA LLB,86.10 %ile,OBC,Thane Maharashtra,2025
Smt Kamladevi Gauridutt Mittal Law College Thane,Law,BBA LLB,84.40 %ile,SC,Thane Maharashtra,2025
Smt Kamladevi Gauridutt Mittal Law College Thane,Law,BBA LLB,82.90 %ile,ST,Thane Maharashtra,2025
Dr DY Patil College of Law Panvel,Law,BA LLB,86.80 %ile,General,Raigad Maharashtra,2025
Dr DY Patil College of Law Panvel,Law,BA LLB,85.10 %ile,OBC,Raigad Maharashtra,2025
Dr DY Patil College of Law Panvel,Law,BA LLB,83.40 %ile,SC,Raigad Maharashtra,2025
Dr DY Patil College of Law Panvel,Law,BA LLB,81.90 %ile,ST,Raigad Maharashtra,2025
Pillai Law College New Panvel,Law,BBA LLB,85.90 %ile,General,Raigad Maharashtra,2025
Pillai Law College New Panvel,Law,BBA LLB,84.20 %ile,OBC,Raigad Maharashtra,2025
Pillai Law College New Panvel,Law,BBA LLB,82.50 %ile,SC,Raigad Maharashtra,2025
Pillai Law College New Panvel,Law,BBA LLB,81.00 %ile,ST,Raigad Maharashtra,2025
Shri Shivaji Law College Parbhani,Law,BA LLB,83.60 %ile,General,Parbhani Maharashtra,2025
Shri Shivaji Law College Parbhani,Law,BA LLB,81.90 %ile,OBC,Parbhani Maharashtra,2025
Shri Shivaji Law College Parbhani,Law,BA LLB,80.20 %ile,SC,Parbhani Maharashtra,2025
Shri Shivaji Law College Parbhani,Law,BA LLB,78.70 %ile,ST,Parbhani Maharashtra,2025
Late Laxmanrao Law College Beed,Law,BA LLB,82.90 %ile,General,Beed Maharashtra,2025
Late Laxmanrao Law College Beed,Law,BA LLB,81.20 %ile,OBC,Beed Maharashtra,2025
Late Laxmanrao Law College Beed,Law,BA LLB,79.50 %ile,SC,Beed Maharashtra,2025
Late Laxmanrao Law College Beed,Law,BA LLB,78.00 %ile,ST,Beed Maharashtra,2025
People’s Law College Jalna,Law,BCom LLB,82.40 %ile,General,Jalna Maharashtra,2025
People’s Law College Jalna,Law,BCom LLB,80.70 %ile,OBC,Jalna Maharashtra,2025
People’s Law College Jalna,Law,BCom LLB,79.00 %ile,SC,Jalna Maharashtra,2025
People’s Law College Jalna,Law,BCom LLB,77.50 %ile,ST,Jalna Maharashtra,2025
Dr Babasaheb Ambedkar Law College Hingoli,Law,BCom LLB,81.80 %ile,General,Hingoli Maharashtra,2025
Dr Babasaheb Ambedkar Law College Hingoli,Law,BCom LLB,80.10 %ile,OBC,Hingoli Maharashtra,2025
Dr Babasaheb Ambedkar Law College Hingoli,Law,BCom LLB,78.40 %ile,SC,Hingoli Maharashtra,2025
Dr Babasaheb Ambedkar Law College Hingoli,Law,BCom LLB,76.90 %ile,ST,Hingoli Maharashtra,2025
Shri Chhatrapati Shivaji Law College Washim,Law,BSc LLB,80.90 %ile,General,Washim Maharashtra,2025
Shri Chhatrapati Shivaji Law College Washim,Law,BSc LLB,79.20 %ile,OBC,Washim Maharashtra,2025
Shri Chhatrapati Shivaji Law College Washim,Law,BSc LLB,77.50 %ile,SC,Washim Maharashtra,2025
Shri Chhatrapati Shivaji Law College Washim,Law,BSc LLB,76.00 %ile,ST,Washim Maharashtra,2025
Dr Babasaheb Ambedkar Law College Buldhana,Law,BSc LLB,80.20 %ile,General,Buldhana Maharashtra,2025
Dr Babasaheb Ambedkar Law College Buldhana,Law,BSc LLB,78.50 %ile,OBC,Buldhana Maharashtra,2025
Dr Babasaheb Ambedkar Law College Buldhana,Law,BSc LLB,76.80 %ile,SC,Buldhana Maharashtra,2025
Dr Babasaheb Ambedkar Law College Buldhana,Law,BSc LLB,75.30 %ile,ST,Buldhana Maharashtra,2025
Govindrao Wanjari Law College Wardha,Law,BA LLB,81.10 %ile,General,Wardha Maharashtra,2025
Govindrao Wanjari Law College Wardha,Law,BA LLB,79.40 %ile,OBC,Wardha Maharashtra,2025
Govindrao Wanjari Law College Wardha,Law,BA LLB,77.70 %ile,SC,Wardha Maharashtra,2025
Govindrao Wanjari Law College Wardha,Law,BA LLB,76.20 %ile,ST,Wardha Maharashtra,2025
Dr Babasaheb Ambedkar Law College Gondia,Law,BA LLB,80.40 %ile,General,Gondia Maharashtra,2025
Dr Babasaheb Ambedkar Law College Gondia,Law,BA LLB,78.70 %ile,OBC,Gondia Maharashtra,2025
Dr Babasaheb Ambedkar Law College Gondia,Law,BA LLB,77.00 %ile,SC,Gondia Maharashtra,2025
Dr Babasaheb Ambedkar Law College Gondia,Law,BA LLB,75.50 %ile,ST,Gondia Maharashtra,2025
Shri Shivaji Law College Akola,Law,BBA LLB,78.90 %ile,General,Akola Maharashtra,2025
Shri Shivaji Law College Akola,Law,BBA LLB,77.20 %ile,OBC,Akola Maharashtra,2025
Shri Shivaji Law College Akola,Law,BBA LLB,75.50 %ile,SC,Akola Maharashtra,2025
Shri Shivaji Law College Akola,Law,BBA LLB,74.00 %ile,ST,Akola Maharashtra,2025
Shri Chhatrapati Law College Buldhana,Law,BBA LLB,78.30 %ile,General,Buldhana Maharashtra,2025
Shri Chhatrapati Law College Buldhana,Law,BBA LLB,76.60 %ile,OBC,Buldhana Maharashtra,2025
Shri Chhatrapati Law College Buldhana,Law,BBA LLB,74.90 %ile,SC,Buldhana Maharashtra,2025
Shri Chhatrapati Law College Buldhana,Law,BBA LLB,73.40 %ile,ST,Buldhana Maharashtra,2025
Late Vasantrao Naik Law College Nandurbar,Law,BA LLB,77.80 %ile,General,Nandurbar Maharashtra,2025
Late Vasantrao Naik Law College Nandurbar,Law,BA LLB,76.10 %ile,OBC,Nandurbar Maharashtra,2025
Late Vasantrao Naik Law College Nandurbar,Law,BA LLB,74.40 %ile,SC,Nandurbar Maharashtra,2025
Late Vasantrao Naik Law College Nandurbar,Law,BA LLB,72.90 %ile,ST,Nandurbar Maharashtra,2025
Govindrao Wanjari Law College Bhandara,Law,BA LLB,76.80 %ile,General,Bhandara Maharashtra,2025
Govindrao Wanjari Law College Bhandara,Law,BA LLB,75.10 %ile,OBC,Bhandara Maharashtra,2025
Govindrao Wanjari Law College Bhandara,Law,BA LLB,73.40 %ile,SC,Bhandara Maharashtra,2025
Govindrao Wanjari Law College Bhandara,Law,BA LLB,71.90 %ile,ST,Bhandara Maharashtra,2025
Shri Swami Samarth Law College Barshi,Law,BSc LLB,77.10 %ile,General,Solapur Maharashtra,2025
Shri Swami Samarth Law College Barshi,Law,BSc LLB,75.40 %ile,OBC,Solapur Maharashtra,2025
Shri Swami Samarth Law College Barshi,Law,BSc LLB,73.70 %ile,SC,Solapur Maharashtra,2025
Shri Swami Samarth Law College Barshi,Law,BSc LLB,72.20 %ile,ST,Solapur Maharashtra,2025
People’s Law College Ahmednagar,Law,BCom LLB,78.60 %ile,General,Ahmednagar Maharashtra,2025
People’s Law College Ahmednagar,Law,BCom LLB,76.90 %ile,OBC,Ahmednagar Maharashtra,2025
People’s Law College Ahmednagar,Law,BCom LLB,75.20 %ile,SC,Ahmednagar Maharashtra,2025
People’s Law College Ahmednagar,Law,BCom LLB,73.70 %ile,ST,Ahmednagar Maharashtra,2025
Model College Kalyan,Junior College,Science,90%,General,Kalyan Maharashtra,2025
Model College Kalyan,Junior College,Science,86%,OBC,Kalyan Maharashtra,2025
Model College Kalyan,Junior College,Science,82%,SC,Kalyan Maharashtra,2025
Model College Kalyan,Junior College,Science,79%,ST,Kalyan Maharashtra,2025
Model College Kalyan,Junior College,Commerce,85%,General,Kalyan Maharashtra,2025
Model College Kalyan,Junior College,Commerce,81%,OBC,Kalyan Maharashtra,2025
Model College Kalyan,Junior College,Commerce,77%,SC,Kalyan Maharashtra,2025
Model College Kalyan,Junior College,Commerce,74%,ST,Kalyan Maharashtra,2025
Model College Kalyan,Junior College,Arts,72%,General,Kalyan Maharashtra,2025
Model College Kalyan,Junior College,Arts,68%,OBC,Kalyan Maharashtra,2025
Model College Kalyan,Junior College,Arts,64%,SC,Kalyan Maharashtra,2025
Model College Kalyan,Junior College,Arts,61%,ST,Kalyan Maharashtra,2025
Birla College Junior College,Junior College,Science,92%,General,Kalyan Maharashtra,2025
Birla College Junior College,Junior College,Science,88%,OBC,Kalyan Maharashtra,2025
Birla College Junior College,Junior College,Science,84%,SC,Kalyan Maharashtra,2025
Birla College Junior College,Junior College,Science,81%,ST,Kalyan Maharashtra,2025
Birla College Junior College,Junior College,Commerce,87%,General,Kalyan Maharashtra,2025
Birla College Junior College,Junior College,Commerce,83%,OBC,Kalyan Maharashtra,2025
Birla College Junior College,Junior College,Commerce,79%,SC,Kalyan Maharashtra,2025
Birla College Junior College,Junior College,Commerce,76%,ST,Kalyan Maharashtra,2025
Birla College Junior College,Junior College,Arts,74%,General,Kalyan Maharashtra,2025
Birla College Junior College,Junior College,Arts,70%,OBC,Kalyan Maharashtra,2025
Birla College Junior College,Junior College,Arts,66%,SC,Kalyan Maharashtra,2025
Birla College Junior College,Junior College,Arts,63%,ST,Kalyan Maharashtra,2025
Pendharkar College Dombivli,Junior College,Science,88%,General,Dombivli Maharashtra,2025
Pendharkar College Dombivli,Junior College,Science,84%,OBC,Dombivli Maharashtra,2025
Pendharkar College Dombivli,Junior College,Science,80%,SC,Dombivli Maharashtra,2025
Pendharkar College Dombivli,Junior College,Science,77%,ST,Dombivli Maharashtra,2025
Pendharkar College Dombivli,Junior College,Commerce,83%,General,Dombivli Maharashtra,2025
Pendharkar College Dombivli,Junior College,Commerce,79%,OBC,Dombivli Maharashtra,2025
Pendharkar College Dombivli,Junior College,Commerce,75%,SC,Dombivli Maharashtra,2025
Pendharkar College Dombivli,Junior College,Commerce,72%,ST,Dombivli Maharashtra,2025
Pendharkar College Dombivli,Junior College,Arts,70%,General,Dombivli Maharashtra,2025
Pendharkar College Dombivli,Junior College,Arts,66%,OBC,Dombivli Maharashtra,2025
Pendharkar College Dombivli,Junior College,Arts,62%,SC,Dombivli Maharashtra,2025
Pendharkar College Dombivli,Junior College,Arts,59%,ST,Dombivli Maharashtra,2025
Kelkar Junior College Dombivli,Junior College,Science,86%,General,Dombivli Maharashtra,2025
Kelkar Junior College Dombivli,Junior College,Science,82%,OBC,Dombivli Maharashtra,2025
Kelkar Junior College Dombivli,Junior College,Science,78%,SC,Dombivli Maharashtra,2025
Kelkar Junior College Dombivli,Junior College,Science,75%,ST,Dombivli Maharashtra,2025
Kelkar Junior College Dombivli,Junior College,Commerce,81%,General,Dombivli Maharashtra,2025
Kelkar Junior College Dombivli,Junior College,Commerce,77%,OBC,Dombivli Maharashtra,2025
Kelkar Junior College Dombivli,Junior College,Commerce,73%,SC,Dombivli Maharashtra,2025
Kelkar Junior College Dombivli,Junior College,Commerce,70%,ST,Dombivli Maharashtra,2025
Kelkar Junior College Dombivli,Junior College,Arts,68%,General,Dombivli Maharashtra,2025
Kelkar Junior College Dombivli,Junior College,Arts,64%,OBC,Dombivli Maharashtra,2025
Kelkar Junior College Dombivli,Junior College,Arts,60%,SC,Dombivli Maharashtra,2025
Kelkar Junior College Dombivli,Junior College,Arts,57%,ST,Dombivli Maharashtra,2025
Saraswati Junior College Thane,Junior College,Science,88%,General,Thane Maharashtra,2025
Saraswati Junior College Thane,Junior College,Science,84%,OBC,Thane Maharashtra,2025
Saraswati Junior College Thane,Junior College,Science,80%,SC,Thane Maharashtra,2025
Saraswati Junior College Thane,Junior College,Science,77%,ST,Thane Maharashtra,2025
Saraswati Junior College Thane,Junior College,Commerce,83%,General,Thane Maharashtra,2025
Saraswati Junior College Thane,Junior College,Commerce,79%,OBC,Thane Maharashtra,2025
Saraswati Junior College Thane,Junior College,Commerce,75%,SC,Thane Maharashtra,2025
Saraswati Junior College Thane,Junior College,Commerce,72%,ST,Thane Maharashtra,2025
Saraswati Junior College Thane,Junior College,Arts,70%,General,Thane Maharashtra,2025
Saraswati Junior College Thane,Junior College,Arts,66%,OBC,Thane Maharashtra,2025
Saraswati Junior College Thane,Junior College,Arts,62%,SC,Thane Maharashtra,2025
Saraswati Junior College Thane,Junior College,Arts,59%,ST,Thane Maharashtra,2025
Terna Junior College Nerul,Junior College,Science,88%,General,Navi Mumbai Maharashtra,2025
Terna Junior College Nerul,Junior College,Science,84%,OBC,Navi Mumbai Maharashtra,2025
Terna Junior College Nerul,Junior College,Science,80%,SC,Navi Mumbai Maharashtra,2025
Terna Junior College Nerul,Junior College,Science,77%,ST,Navi Mumbai Maharashtra,2025
Terna Junior College Nerul,Junior College,Commerce,83%,General,Navi Mumbai Maharashtra,2025
Terna Junior College Nerul,Junior College,Commerce,79%,OBC,Navi Mumbai Maharashtra,2025
Terna Junior College Nerul,Junior College,Commerce,75%,SC,Navi Mumbai Maharashtra,2025
Terna Junior College Nerul,Junior College,Commerce,72%,ST,Navi Mumbai Maharashtra,2025
Terna Junior College Nerul,Junior College,Arts,70%,General,Navi Mumbai Maharashtra,2025
Terna Junior College Nerul,Junior College,Arts,66%,OBC,Navi Mumbai Maharashtra,2025
Terna Junior College Nerul,Junior College,Arts,62%,SC,Navi Mumbai Maharashtra,2025
Terna Junior College Nerul,Junior College,Arts,59%,ST,Navi Mumbai Maharashtra,2025
SIES Junior College Nerul,Junior College,Science,90%,General,Navi Mumbai Maharashtra,2025
SIES Junior College Nerul,Junior College,Science,86%,OBC,Navi Mumbai Maharashtra,2025
SIES Junior College Nerul,Junior College,Science,82%,SC,Navi Mumbai Maharashtra,2025
SIES Junior College Nerul,Junior College,Science,79%,ST,Navi Mumbai Maharashtra,2025
SIES Junior College Nerul,Junior College,Commerce,85%,General,Navi Mumbai Maharashtra,2025
SIES Junior College Nerul,Junior College,Commerce,81%,OBC,Navi Mumbai Maharashtra,2025
SIES Junior College Nerul,Junior College,Commerce,77%,SC,Navi Mumbai Maharashtra,2025
SIES Junior College Nerul,Junior College,Commerce,74%,ST,Navi Mumbai Maharashtra,2025
SIES Junior College Nerul,Junior College,Arts,72%,General,Navi Mumbai Maharashtra,2025
SIES Junior College Nerul,Junior College,Arts,68%,OBC,Navi Mumbai Maharashtra,2025
SIES Junior College Nerul,Junior College,Arts,64%,SC,Navi Mumbai Maharashtra,2025
SIES Junior College Nerul,Junior College,Arts,61%,ST,Navi Mumbai Maharashtra,2025
Dharampeth Junior College,Junior College,Science,91%,General,Nagpur Maharashtra,2025
Dharampeth Junior College,Junior College,Science,87%,OBC,Nagpur Maharashtra,2025
Dharampeth Junior College,Junior College,Science,83%,SC,Nagpur Maharashtra,2025
Dharampeth Junior College,Junior College,Science,80%,ST,Nagpur Maharashtra,2025
Dharampeth Junior College,Junior College,Commerce,86%,General,Nagpur Maharashtra,2025
Dharampeth Junior College,Junior College,Commerce,82%,OBC,Nagpur Maharashtra,2025
Dharampeth Junior College,Junior College,Commerce,78%,SC,Nagpur Maharashtra,2025
Dharampeth Junior College,Junior College,Commerce,75%,ST,Nagpur Maharashtra,2025
Dharampeth Junior College,Junior College,Arts,74%,General,Nagpur Maharashtra,2025
Dharampeth Junior College,Junior College,Arts,70%,OBC,Nagpur Maharashtra,2025
Dharampeth Junior College,Junior College,Arts,66%,SC,Nagpur Maharashtra,2025
Dharampeth Junior College,Junior College,Arts,63%,ST,Nagpur Maharashtra,2025
MGM Junior College,Junior College,Science,89%,General,Aurangabad Maharashtra,2025
MGM Junior College,Junior College,Science,85%,OBC,Aurangabad Maharashtra,2025
MGM Junior College,Junior College,Science,81%,SC,Aurangabad Maharashtra,2025
MGM Junior College,Junior College,Science,78%,ST,Aurangabad Maharashtra,2025
MGM Junior College,Junior College,Commerce,84%,General,Aurangabad Maharashtra,2025
MGM Junior College,Junior College,Commerce,80%,OBC,Aurangabad Maharashtra,2025
MGM Junior College,Junior College,Commerce,76%,SC,Aurangabad Maharashtra,2025
MGM Junior College,Junior College,Commerce,73%,ST,Aurangabad Maharashtra,2025
MGM Junior College,Junior College,Arts,73%,General,Aurangabad Maharashtra,2025
MGM Junior College,Junior College,Arts,69%,OBC,Aurangabad Maharashtra,2025
MGM Junior College,Junior College,Arts,65%,SC,Aurangabad Maharashtra,2025
MGM Junior College,Junior College,Arts,62%,ST,Aurangabad Maharashtra,2025
Kalyan College of Science & Commerce,Junior College,Science,87%,General,Thane Maharashtra,2025
Kalyan College of Science & Commerce,Junior College,Science,83%,OBC,Thane Maharashtra,2025
Kalyan College of Science & Commerce,Junior College,Science,79%,SC,Thane Maharashtra,2025
Kalyan College of Science & Commerce,Junior College,Science,76%,ST,Thane Maharashtra,2025
Kalyan College of Science & Commerce,Junior College,Commerce,82%,General,Thane Maharashtra,2025
Kalyan College of Science & Commerce,Junior College,Commerce,78%,OBC,Thane Maharashtra,2025
Kalyan College of Science & Commerce,Junior College,Commerce,74%,SC,Thane Maharashtra,2025
Kalyan College of Science & Commerce,Junior College,Commerce,71%,ST,Thane Maharashtra,2025
Kalyan College of Science & Commerce,Junior College,Arts,70%,General,Thane Maharashtra,2025
Kalyan College of Science & Commerce,Junior College,Arts,66%,OBC,Thane Maharashtra,2025
Kalyan College of Science & Commerce,Junior College,Arts,62%,SC,Thane Maharashtra,2025
Kalyan College of Science & Commerce,Junior College,Arts,59%,ST,Thane Maharashtra,2025
Wilson Junior College,Junior College,Science,92%,General,Mumbai Maharashtra,2025
Wilson Junior College,Junior College,Science,88%,OBC,Mumbai Maharashtra,2025
Wilson Junior College,Junior College,Science,84%,SC,Mumbai Maharashtra,2025
Wilson Junior College,Junior College,Science,81%,ST,Mumbai Maharashtra,2025
Wilson Junior College,Junior College,Commerce,88%,General,Mumbai Maharashtra,2025
Wilson Junior College,Junior College,Commerce,84%,OBC,Mumbai Maharashtra,2025
Wilson Junior College,Junior College,Commerce,80%,SC,Mumbai Maharashtra,2025
Wilson Junior College,Junior College,Commerce,77%,ST,Mumbai Maharashtra,2025
Wilson Junior College,Junior College,Arts,76%,General,Mumbai Maharashtra,2025
Wilson Junior College,Junior College,Arts,72%,OBC,Mumbai Maharashtra,2025
Wilson Junior College,Junior College,Arts,68%,SC,Mumbai Maharashtra,2025
Wilson Junior College,Junior College,Arts,65%,ST,Mumbai Maharashtra,2025
Dr Ambedkar Junior College,Junior College,Science,85%,General,Aurangabad Maharashtra,2025
Dr Ambedkar Junior College,Junior College,Science,81%,OBC,Aurangabad Maharashtra,2025
Dr Ambedkar Junior College,Junior College,Science,77%,SC,Aurangabad Maharashtra,2025
Dr Ambedkar Junior College,Junior College,Science,74%,ST,Aurangabad Maharashtra,2025
Raisoni Junior College,Junior College,Science,88%,General,Nagpur Maharashtra,2025
Raisoni Junior College,Junior College,Science,84%,OBC,Nagpur Maharashtra,2025
Raisoni Junior College,Junior College,Science,80%,SC,Nagpur Maharashtra,2025
Raisoni Junior College,Junior College,Science,77%,ST,Nagpur Maharashtra,2025
Hislope Junior College,Junior College,Arts,74%,General,Nagpur Maharashtra,2025
Hislope Junior College,Junior College,Arts,70%,OBC,Nagpur Maharashtra,2025
Hislope Junior College,Junior College,Arts,66%,SC,Nagpur Maharashtra,2025
Hislope Junior College,Junior College,Arts,63%,ST,Nagpur Maharashtra,2025
Mulund College of Commerce Junior College,Junior College,Commerce,87%,General,Mumbai Maharashtra,2025
Mulund College of Commerce Junior College,Junior College,Commerce,83%,OBC,Mumbai Maharashtra,2025
Mulund College of Commerce Junior College,Junior College,Commerce,79%,SC,Mumbai Maharashtra,2025
Mulund College of Commerce Junior College,Junior College,Commerce,76%,ST,Mumbai Maharashtra,2025
NES Science Junior College,Junior College,Science,90%,General,Nashik Maharashtra,2025
NES Science Junior College,Junior College,Science,86%,OBC,Nashik Maharashtra,2025
NES Science Junior College,Junior College,Science,82%,SC,Nashik Maharashtra,2025
NES Science Junior College,Junior College,Science,79%,ST,Nashik Maharashtra,2025
KTHM Junior College,Junior College,Commerce,88%,General,Nashik Maharashtra,2025
KTHM Junior College,Junior College,Commerce,84%,OBC,Nashik Maharashtra,2025
KTHM Junior College,Junior College,Commerce,80%,SC,Nashik Maharashtra,2025
KTHM Junior College,Junior College,Commerce,77%,ST,Nashik Maharashtra,2025
BMCC Junior College,Junior College,Commerce,91%,General,Pune Maharashtra,2025
BMCC Junior College,Junior College,Commerce,87%,OBC,Pune Maharashtra,2025
BMCC Junior College,Junior College,Commerce,83%,SC,Pune Maharashtra,2025
BMCC Junior College,Junior College,Commerce,80%,ST,Pune Maharashtra,2025
Garware Junior College,Junior College,Arts,78%,General,Pune Maharashtra,2025
Garware Junior College,Junior College,Arts,74%,OBC,Pune Maharashtra,2025
Garware Junior College,Junior College,Arts,70%,SC,Pune Maharashtra,2025
Garware Junior College,Junior College,Arts,67%,ST,Pune Maharashtra,2025
Elphinstone Junior College,Junior College,Science,93%,General,Mumbai Maharashtra,2025
Elphinstone Junior College,Junior College,Science,89%,OBC,Mumbai Maharashtra,2025
Elphinstone Junior College,Junior College,Science,85%,SC,Mumbai Maharashtra,2025
Elphinstone Junior College,Junior College,Science,82%,ST,Mumbai Maharashtra,2025
Elphinstone Junior College,Junior College,Commerce,88%,General,Mumbai Maharashtra,2025
Elphinstone Junior College,Junior College,Commerce,84%,OBC,Mumbai Maharashtra,2025
Elphinstone Junior College,Junior College,Commerce,80%,SC,Mumbai Maharashtra,2025
Elphinstone Junior College,Junior College,Commerce,77%,ST,Mumbai Maharashtra,2025
Elphinstone Junior College,Junior College,Arts,76%,General,Mumbai Maharashtra,2025
Elphinstone Junior College,Junior College,Arts,72%,OBC,Mumbai Maharashtra,2025
Elphinstone Junior College,Junior College,Arts,68%,SC,Mumbai Maharashtra,2025
Elphinstone Junior College,Junior College,Arts,65%,ST,Mumbai Maharashtra,2025
Jai Hind Junior College,Junior College,Science,94%,General,Mumbai Maharashtra,2025
Jai Hind Junior College,Junior College,Science,90%,OBC,Mumbai Maharashtra,2025
Jai Hind Junior College,Junior College,Science,86%,SC,Mumbai Maharashtra,2025
Jai Hind Junior College,Junior College,Science,83%,ST,Mumbai Maharashtra,2025
Jai Hind Junior College,Junior College,Commerce,90%,General,Mumbai Maharashtra,2025
Jai Hind Junior College,Junior College,Commerce,86%,OBC,Mumbai Maharashtra,2025
Jai Hind Junior College,Junior College,Commerce,82%,SC,Mumbai Maharashtra,2025
Jai Hind Junior College,Junior College,Commerce,79%,ST,Mumbai Maharashtra,2025
Jai Hind Junior College,Junior College,Arts,78%,General,Mumbai Maharashtra,2025
Jai Hind Junior College,Junior College,Arts,74%,OBC,Mumbai Maharashtra,2025
Jai Hind Junior College,Junior College,Arts,70%,SC,Mumbai Maharashtra,2025
Jai Hind Junior College,Junior College,Arts,67%,ST,Mumbai Maharashtra,2025
Deogiri Junior College,Junior College,Science,86%,General,Aurangabad Maharashtra,2025
Deogiri Junior College,Junior College,Science,82%,OBC,Aurangabad Maharashtra,2025
Deogiri Junior College,Junior College,Science,78%,SC,Aurangabad Maharashtra,2025
Deogiri Junior College,Junior College,Science,75%,ST,Aurangabad Maharashtra,2025
BYK Junior College,Junior College,Science,88%,General,Nashik Maharashtra,2025
BYK Junior College,Junior College,Science,84%,OBC,Nashik Maharashtra,2025
BYK Junior College,Junior College,Science,80%,SC,Nashik Maharashtra,2025
BYK Junior College,Junior College,Science,77%,ST,Nashik Maharashtra,2025
Sir Parshurambhau Junior College,Junior College,Science,91%,General,Pune Maharashtra,2025
Sir Parshurambhau Junior College,Junior College,Science,87%,OBC,Pune Maharashtra,2025
Sir Parshurambhau Junior College,Junior College,Science,83%,SC,Pune Maharashtra,2025
Sir Parshurambhau Junior College,Junior College,Science,80%,ST,Pune Maharashtra,2025
Sir Parshurambhau Junior College Pune,Junior College,Commerce,86%,General,Pune Maharashtra,2025
Sir Parshurambhau Junior College Pune,Junior College,Commerce,82%,OBC,Pune Maharashtra,2025
Sir Parshurambhau Junior College Pune,Junior College,Commerce,78%,SC,Pune Maharashtra,2025
Sir Parshurambhau Junior College Pune,Junior College,Commerce,75%,ST,Pune Maharashtra,2025
Sir Parshurambhau Junior College Pune,Junior College,Arts,75%,General,Pune Maharashtra,2025
